code,name,market,sector33,sector17,size
3667,ｅｎｉｓｈ,standard,情報・通信業,情報通信・サービスその他,none
3668,コロプラ,prime,情報・通信業,情報通信・サービスその他,small1
366A,ウェルネス・コミュニケーションズ,growth,サービス業,情報通信・サービスその他,none
3670,協立情報通信,standard,情報・通信業,情報通信・サービスその他,none
3671,ソフトマックス,standard,情報・通信業,情報通信・サービスその他,none
3672,オルトプラス,standard,情報・通信業,情報通信・サービスその他,none
3673,ブロードリーフ,prime,情報・通信業,情報通信・サービスその他,small1
3674,オークファン,growth,情報・通信業,情報通信・サービスその他,none
3675,クロス・マーケティンググループ,standard,情報・通信業,情報通信・サービスその他,none
3676,デジタルハーツホールディングス,prime,情報・通信業,情報通信・サービスその他,small2
3678,メディアドゥ,prime,情報・通信業,情報通信・サービスその他,small2
3679,じげん,prime,情報・通信業,情報通信・サービスその他,small2
367A,プリモグローバルホールディングス,standard,小売業,小売,none
3680,ホットリンク,growth,情報・通信業,情報通信・サービスその他,none
3682,エンカレッジ・テクノロジ,standard,情報・通信業,情報通信・サービスその他,none
3683,サイバーリンクス,standard,情報・通信業,情報通信・サービスその他,none
3686,ディー・エル・イー,standard,情報・通信業,情報通信・サービスその他,none
3687,フィックスターズ,prime,情報・通信業,情報通信・サービスその他,small2
368A,北里,prime,精密機器,電機・精密,small2
3690,イルグルム,standard,情報・通信業,情報通信・サービスその他,none
3691,デジタルプラス,growth,情報・通信業,情報通信・サービスその他,none
3692,ＦＦＲＩセキュリティ,growth,情報・通信業,情報通信・サービスその他,none
3694,オプティム,prime,情報・通信業,情報通信・サービスその他,small2
3695,ＧＭＯプロダクトプラットフォーム,growth,情報・通信業,情報通信・サービスその他,none
3696,セレス,prime,情報・通信業,情報通信・サービスその他,small2
3697,ＳＨＩＦＴ,prime,情報・通信業,情報通信・サービスその他,mid400
3698,ＣＲＩ・ミドルウェア,standard,情報・通信業,情報通信・サービスその他,none
369A,エータイ,growth,サービス業,情報通信・サービスその他,none
3708,特種東海製紙,prime,パルプ・紙,素材・化学,small2
3710,ジョルダン,standard,情報・通信業,情報通信・サービスその他,none
3712,情報企画,standard,情報・通信業,情報通信・サービスその他,none
3719,ＡＩストーム,standard,情報・通信業,情報通信・サービスその他,none
3723,日本ファルコム,growth,情報・通信業,情報通信・サービスその他,none
3726,フォーシーズＨＤ,standard,小売業,小売,none
3727,アプリックス,growth,情報・通信業,情報通信・サービスその他,none
372A,レント,standard,サービス業,情報通信・サービスその他,none
3733,ソフトウェア・サービス,standard,情報・通信業,情報通信・サービスその他,none
373A,リップス,growth,化学,素材・化学,none
3741,セック,prime,情報・通信業,情報通信・サービスその他,small2
3744,サイオス,standard,情報・通信業,情報通信・サービスその他,none
3747,インタートレード,standard,情報・通信業,情報通信・サービスその他,none
3750,ＡＤＲバイオメディカルホールディングス,standard,情報・通信業,情報通信・サービスその他,none
3753,フライトソリューションズ,standard,情報・通信業,情報通信・サービスその他,none
3758,アエリア,standard,情報・通信業,情報通信・サービスその他,none
3760,ケイブ,standard,情報・通信業,情報通信・サービスその他,none
3762,テクマトリックス,prime,情報・通信業,情報通信・サービスその他,small1
3763,プロシップ,prime,情報・通信業,情報通信・サービスその他,small2
3765,ガンホー・オンライン・エンターテイメント,prime,情報・通信業,情報通信・サービスその他,small1
3766,システムズ・デザイン,standard,情報・通信業,情報通信・サービスその他,none
3768,リスクモンスター,standard,情報・通信業,情報通信・サービスその他,none
3769,ＧＭＯペイメントゲートウェイ,prime,情報・通信業,情報通信・サービスその他,mid400
3771,システムリサーチ,prime,情報・通信業,情報通信・サービスその他,small2
3772,ウェルス・マネジメント,standard,不動産業,不動産,none
3773,アドバンスト・メディア,growth,情報・通信業,情報通信・サービスその他,none
3774,インターネットイニシアティブ,prime,情報・通信業,情報通信・サービスその他,mid400
3776,ブロードバンドタワー,standard,情報・通信業,情報通信・サービスその他,none
3777,環境フレンドリーホールディングス,growth,情報・通信業,情報通信・サービスその他,none
3778,さくらインターネット,prime,情報・通信業,情報通信・サービスその他,small1
3779,ジェイ・エスコムホールディングス,standard,情報・通信業,情報通信・サービスその他,none
3787,テクノマセマティカル,standard,情報・通信業,情報通信・サービスその他,none
3788,ＧＭＯグローバルサイン・ホールディングス,prime,情報・通信業,情報通信・サービスその他,small2
378A,ヒット,growth,サービス業,情報通信・サービスその他,none
3791,ＩＧポート,standard,情報・通信業,情報通信・サービスその他,none
3793,ドリコム,growth,情報・通信業,情報通信・サービスその他,none
3796,いい生活,standard,情報・通信業,情報通信・サービスその他,none
3798,ＵＬＳグループ,standard,情報・通信業,情報通信・サービスその他,none
3799,キーウェアソリューションズ,standard,情報・通信業,情報通信・サービスその他,none
3800,ユニリタ,standard,情報・通信業,情報通信・サービスその他,none
3802,エコミック,standard,情報・通信業,情報通信・サービスその他,none
3803,イメージ情報開発,growth,情報・通信業,情報通信・サービスその他,none
3804,システム　ディ,standard,情報・通信業,情報通信・サービスその他,none
3807,フィスコ,growth,情報・通信業,情報通信・サービスその他,none
3810,サイバーステップホールディングス,standard,情報・通信業,情報通信・サービスその他,none
3815,メディア工房,growth,情報・通信業,情報通信・サービスその他,none
3816,大和コンピューター,standard,情報・通信業,情報通信・サービスその他,none
3817,ＳＲＡホールディングス,prime,情報・通信業,情報通信・サービスその他,small2
3823,ＴＨＥ　ＷＨＹ　ＨＯＷ　ＤＯ　ＣＯＭＰＡＮＹ,standard,情報・通信業,情報通信・サービスその他,none
3825,リミックスポイント,standard,小売業,小売,none
3826,システムインテグレータ,standard,情報・通信業,情報通信・サービスその他,none
3834,朝日ネット,prime,情報・通信業,情報通信・サービスその他,small2
3835,ｅＢＡＳＥ,prime,情報・通信業,情報通信・サービスその他,small2
3836,アバントグループ,prime,情報・通信業,情報通信・サービスその他,small2
3837,アドソル日進,prime,情報・通信業,情報通信・サービスその他,small2
3839,ＯＤＫソリューションズ,standard,情報・通信業,情報通信・サービスその他,none
3840,パス,standard,情報・通信業,情報通信・サービスその他,none
3841,ジーダット,standard,情報・通信業,情報通信・サービスその他,none
3842,ネクストジェン,standard,情報・通信業,情報通信・サービスその他,none
3843,フリービット,prime,情報・通信業,情報通信・サービスその他,small2
3844,コムチュア,prime,情報・通信業,情報通信・サービスその他,small1
3845,アイフリークモバイル,standard,情報・通信業,情報通信・サービスその他,none
3848,データ・アプリケーション,standard,情報・通信業,情報通信・サービスその他,none
3850,エヌ・ティ・ティ・データ・イントラマート,standard,情報・通信業,情報通信・サービスその他,none
3851,日本一ソフトウェア,standard,情報・通信業,情報通信・サービスその他,none
3853,アステリア,prime,情報・通信業,情報通信・サービスその他,small2
3854,アイル,prime,情報・通信業,情報通信・サービスその他,small2
3856,Ａｂａｌａｎｃｅ,standard,電気機器,電機・精密,none
3858,ユビキタスＡＩ,standard,情報・通信業,情報通信・サービスその他,none
3861,王子ホールディングス,prime,パルプ・紙,素材・化学,mid400
3863,日本製紙,prime,パルプ・紙,素材・化学,small1
3864,三菱製紙,prime,パルプ・紙,素材・化学,none
3865,北越コーポレーション,prime,パルプ・紙,素材・化学,small1
386A,みのや,standard,小売業,小売,none
3877,中越パルプ工業,prime,パルプ・紙,素材・化学,none
3878,巴川コーポレーション,standard,化学,素材・化学,none
387A,フラー,growth,情報・通信業,情報通信・サービスその他,none
3880,大王製紙,prime,パルプ・紙,素材・化学,small1
3891,ニッポン高度紙工業,standard,パルプ・紙,素材・化学,none
3892,岡山製紙,standard,パルプ・紙,素材・化学,none
3895,ハビックス,standard,パルプ・紙,素材・化学,none
3896,阿波製紙,standard,パルプ・紙,素材・化学,none
3900,クラウドワークス,growth,情報・通信業,情報通信・サービスその他,none
3901,マークラインズ,prime,情報・通信業,情報通信・サービスその他,small2
3903,ｇｕｍｉ,prime,情報・通信業,情報通信・サービスその他,small2
3904,カヤック,growth,情報・通信業,情報通信・サービスその他,none
3905,データセクション,growth,情報・通信業,情報通信・サービスその他,none
3907,シリコンスタジオ,standard,情報・通信業,情報通信・サービスその他,none
3908,コラボス,standard,情報・通信業,情報通信・サービスその他,none
3909,ショーケース,standard,情報・通信業,情報通信・サービスその他,none
3910,エムケイシステム,standard,情報・通信業,情報通信・サービスその他,none
3911,Ａｉｍｉｎｇ,growth,情報・通信業,情報通信・サービスその他,none
3912,モバイルファクトリー,standard,情報・通信業,情報通信・サービスその他,none
3913,ＧｒｅｅｎＢｅｅ,standard,情報・通信業,情報通信・サービスその他,none
3914,ＪＩＧ－ＳＡＷ,growth,情報・通信業,情報通信・サービスその他,none
3915,テラスカイ,prime,情報・通信業,情報通信・サービスその他,small2
3916,デジタル・インフォメーション・テクノロジー,prime,情報・通信業,情報通信・サービスその他,small2
3917,アイリッジ,growth,情報・通信業,情報通信・サービスその他,none
3918,ＰＣＩホールディングス,standard,情報・通信業,情報通信・サービスその他,none
3920,アイビーシー,standard,情報・通信業,情報通信・サービスその他,none
3921,ネオジャパン,prime,情報・通信業,情報通信・サービスその他,small2
3922,ＰＲ　ＴＩＭＥＳ,prime,情報・通信業,情報通信・サービスその他,small2
3923,ラクス,prime,情報・通信業,情報通信・サービスその他,mid400
3925,ダブルスタンダード,prime,情報・通信業,情報通信・サービスその他,small2
3926,オープンドア,standard,情報・通信業,情報通信・サービスその他,small2
3927,フーバーブレイン,standard,情報・通信業,情報通信・サービスその他,none
3928,マイネット,standard,情報・通信業,情報通信・サービスその他,none
3929,ソーシャルワイヤー,growth,情報・通信業,情報通信・サービスその他,none
3930,はてな,growth,情報・通信業,情報通信・サービスその他,none
3931,バリューゴルフ,growth,情報・通信業,情報通信・サービスその他,none
3932,アカツキ,prime,情報・通信業,情報通信・サービスその他,small2
3933,チエル,standard,情報・通信業,情報通信・サービスその他,none
3934,ベネフィットジャパン,standard,情報・通信業,情報通信・サービスその他,none
3935,エディア,standard,情報・通信業,情報通信・サービスその他,none
3936,グローバルウェイ,growth,情報・通信業,情報通信・サービスその他,none
3937,Ｕｂｉｃｏｍホールディングス,standard,情報・通信業,情報通信・サービスその他,small2
3939,カナミックネットワーク,prime,情報・通信業,情報通信・サービスその他,small2
3940,ノムラシステムコーポレーション,standard,情報・通信業,情報通信・サービスその他,none
3941,レンゴー,prime,パルプ・紙,素材・化学,mid400
3943,大石産業,standard,パルプ・紙,素材・化学,none
3944,古林紙工,standard,パルプ・紙,素材・化学,none
3945,スーパーバッグ,standard,パルプ・紙,素材・化学,none
3946,トーモク,prime,パルプ・紙,素材・化学,small2
3947,ダイナパック,standard,パルプ・紙,素材・化学,none
3948,光ビジネスフォーム,standard,パルプ・紙,素材・化学,none
3950,ザ・パック,prime,パルプ・紙,素材・化学,small2
3951,朝日印刷,standard,パルプ・紙,素材・化学,none
3953,大村紙業,standard,パルプ・紙,素材・化学,none
3954,昭和パックス,standard,パルプ・紙,素材・化学,none
3955,イムラ,standard,パルプ・紙,素材・化学,none
3958,笹徳印刷,standard,パルプ・紙,素材・化学,none
3962,チェンジホールディングス,prime,情報・通信業,情報通信・サービスその他,small1
3963,シンクロ・フード,prime,情報・通信業,情報通信・サービスその他,none
3964,オークネット,prime,情報・通信業,情報通信・サービスその他,small2
3965,キャピタル・アセット・プランニング,standard,情報・通信業,情報通信・サービスその他,none
3967,エルテス,growth,情報・通信業,情報通信・サービスその他,none
3968,セグエグループ,prime,情報・通信業,情報通信・サービスその他,none
3969,エイトレッド,standard,情報・通信業,情報通信・サービスその他,none
3970,イノベーション,standard,情報・通信業,情報通信・サービスその他,none
3974,ＳＣＡＴ,standard,情報・通信業,情報通信・サービスその他,none
3976,シャノン,growth,情報・通信業,情報通信・サービスその他,none
3979,うるる,growth,情報・通信業,情報通信・サービスその他,none
3981,ビーグリー,standard,情報・通信業,情報通信・サービスその他,none
3983,オロ,prime,情報・通信業,情報通信・サービスその他,small2
3984,ユーザーローカル,prime,情報・通信業,情報通信・サービスその他,small2
3985,テモナ,standard,情報・通信業,情報通信・サービスその他,none
3986,ビーブレイクシステムズ,standard,情報・通信業,情報通信・サービスその他,none
3987,エコモット,growth,情報・通信業,情報通信・サービスその他,none
3988,ＳＹＳホールディングス,standard,情報・通信業,情報通信・サービスその他,none
3989,シェアリングテクノロジー,growth,情報・通信業,情報通信・サービスその他,none
3991,ウォンテッドリー,growth,情報・通信業,情報通信・サービスその他,none
3992,ニーズウェル,prime,情報・通信業,情報通信・サービスその他,none
3993,ＰＫＳＨＡ　Ｔｅｃｈｎｏｌｏｇｙ,prime,情報・通信業,情報通信・サービスその他,small1
3994,マネーフォワード,prime,情報・通信業,情報通信・サービスその他,mid400
3996,サインポスト,standard,情報・通信業,情報通信・サービスその他,none
3997,トレードワークス,standard,情報・通信業,情報通信・サービスその他,none
3998,すららネット,growth,情報・通信業,情報通信・サービスその他,none
4004,レゾナック・ホールディングス,prime,化学,素材・化学,mid400
4005,住友化学,prime,化学,素材・化学,mid400
4008,住友精化,prime,化学,素材・化学,small1
4011,ヘッドウォータース,growth,情報・通信業,情報通信・サービスその他,none
4012,アクシス,standard,情報・通信業,情報通信・サービスその他,none
4013,勤次郎,growth,情報・通信業,情報通信・サービスその他,none
4014,カラダノート,growth,情報・通信業,情報通信・サービスその他,none
4015,ペイクラウドホールディングス,growth,情報・通信業,情報通信・サービスその他,none
4016,ＭＩＴホールディングス,standard,情報・通信業,情報通信・サービスその他,none
4017,クリーマ,growth,情報・通信業,情報通信・サービスその他,none
4019,スタメン,growth,情報・通信業,情報通信・サービスその他,none
4020,ビートレンド,growth,情報・通信業,情報通信・サービスその他,none
4021,日産化学,prime,化学,素材・化学,mid400
4022,ラサ工業,prime,化学,素材・化学,small2
4023,クレハ,prime,化学,素材・化学,small1
4025,多木化学,prime,化学,素材・化学,small2
4026,神島化学工業,standard,ガラス・土石製品,建設・資材,none
4027,テイカ,prime,化学,素材・化学,small2
4028,石原産業,prime,化学,素材・化学,small1
402A,アクセルスペースホールディングス,growth,輸送用機器,自動車・輸送機,none
4031,片倉コープアグリ,standard,化学,素材・化学,none
4040,南海化学,standard,化学,素材・化学,none
4041,日本曹達,prime,化学,素材・化学,small1
4042,東ソー,prime,化学,素材・化学,mid400
4043,トクヤマ,prime,化学,素材・化学,mid400
4044,セントラル硝子,prime,化学,素材・化学,small1
4045,東亞合成,prime,化学,素材・化学,mid400
4046,大阪ソーダ,prime,化学,素材・化学,small1
4047,関東電化工業,prime,化学,素材・化学,small1
4051,ＧＭＯフィナンシャルゲート,prime,情報・通信業,情報通信・サービスその他,small2
4052,フィーチャ,growth,情報・通信業,情報通信・サービスその他,none
4053,Ｓｕｎ　Ａｓｔｅｒｉｓｋ,prime,情報・通信業,情報通信・サービスその他,small2
4054,日本情報クリエイト,growth,情報・通信業,情報通信・サービスその他,none
4055,ティアンドエスグループ,growth,情報・通信業,情報通信・サービスその他,none
4056,ニューラルグループ,growth,情報・通信業,情報通信・サービスその他,none
4057,インターファクトリー,growth,情報・通信業,情報通信・サービスその他,none
4058,トヨクモ,growth,情報・通信業,情報通信・サービスその他,none
4059,まぐまぐ,standard,情報・通信業,情報通信・サービスその他,none
4060,ｒａｋｕｍｏ,growth,情報・通信業,情報通信・サービスその他,none
4061,デンカ,prime,化学,素材・化学,mid400
4062,イビデン,prime,電気機器,電機・精密,mid400
4063,信越化学工業,prime,化学,素材・化学,core30
4064,日本カーバイド工業,prime,化学,素材・化学,small2
4068,ベイシス,growth,情報・通信業,情報通信・サービスその他,none
4069,ＢｌｕｅＭｅｍｅ,growth,情報・通信業,情報通信・サービスその他,none
4071,プラスアルファ・コンサルティング,prime,情報・通信業,情報通信・サービスその他,small1
4072,電算システムホールディングス,prime,情報・通信業,情報通信・サービスその他,small2
4073,ジィ・シィ企画,growth,情報・通信業,情報通信・サービスその他,none
4074,ラキール,growth,情報・通信業,情報通信・サービスその他,none
4075,ブレインズテクノロジー,growth,情報・通信業,情報通信・サービスその他,none
4076,シイエヌエス,growth,情報・通信業,情報通信・サービスその他,none
4078,堺化学工業,prime,化学,素材・化学,small1
407A,ＵＮＩＣＯＮホールディングス,standard,建設業,建設・資材,none
4082,第一稀元素化学工業,prime,化学,素材・化学,small2
4088,エア・ウォーター,prime,化学,素材・化学,none
4091,日本酸素ホールディングス,prime,化学,素材・化学,mid400
4092,日本化学工業,prime,化学,素材・化学,small2
4093,東邦アセチレン,standard,化学,素材・化学,none
4094,日本化学産業,standard,化学,素材・化学,none
4095,日本パーカライジング,prime,化学,素材・化学,small1
4097,高圧ガス工業,prime,化学,素材・化学,small2
4098,チタン工業,standard,化学,素材・化学,none
4099,四国化成ホールディングス,prime,化学,素材・化学,small2
409A,オリオンビール,prime,食料品,食品,small2
4100,戸田工業,standard,化学,素材・化学,small2
4102,丸尾カルシウム,standard,化学,素材・化学,none
4107,伊勢化学工業,standard,化学,素材・化学,none
4109,ステラ　ケミファ,prime,化学,素材・化学,small1
410A,ＧＭＯコマース,growth,サービス業,情報通信・サービスその他,none
4112,保土谷化学工業,prime,化学,素材・化学,small2
4113,田岡化学工業,standard,化学,素材・化学,none
4114,日本触媒,prime,化学,素材・化学,mid400
4116,大日精化工業,prime,化学,素材・化学,small2
4118,カネカ,prime,化学,素材・化学,mid400
4119,日本ピグメントホールディングス,standard,化学,素材・化学,none
4120,スガイ化学工業,standard,化学,素材・化学,none
4124,大阪油化工業,standard,化学,素材・化学,none
4125,三和油化工業,standard,化学,素材・化学,none
414A,オーバーラップホールディングス,growth,情報・通信業,情報通信・サービスその他,none
4151,協和キリン,prime,医薬品,医薬品,mid400
415A,ＧＭＯ　ＴＥＣＨホールディングス,growth,サービス業,情報通信・サービスその他,none
4165,プレイド,growth,情報・通信業,情報通信・サービスその他,none
4166,かっこ,growth,情報・通信業,情報通信・サービスその他,none
4167,ココペリ,growth,情報・通信業,情報通信・サービスその他,none
4168,ヤプリ,growth,情報・通信業,情報通信・サービスその他,none
4169,ＥＮＥＣＨＡＮＧＥ,growth,情報・通信業,情報通信・サービスその他,none
416A,富士ユナイトホールディングス,standard,卸売業,商社・卸売,none
4170,Ｋａｉｚｅｎ　Ｐｌａｔｆｏｒｍ,growth,情報・通信業,情報通信・サービスその他,none
4171,グローバルインフォメーション,standard,情報・通信業,情報通信・サービスその他,none
4172,Ｈｉクラテス,standard,情報・通信業,情報通信・サービスその他,none
4174,アピリッツ,standard,情報・通信業,情報通信・サービスその他,none
4175,ｃｏｌｙ,growth,情報・通信業,情報通信・サービスその他,none
4176,ココナラ,growth,情報・通信業,情報通信・サービスその他,none
4177,ｉ‐ｐｌｕｇ,growth,情報・通信業,情報通信・サービスその他,none
4178,Ｓｈａｒｉｎｇ　Ｉｎｎｏｖａｔｉｏｎｓ,growth,情報・通信業,情報通信・サービスその他,none
4179,ジーネクスト,growth,情報・通信業,情報通信・サービスその他,none
417A,ブルーゾーンホールディングス,prime,小売業,小売,mid400
4180,Ａｐｐｉｅｒ　Ｇｒｏｕｐ,prime,情報・通信業,情報通信・サービスその他,small1
4182,三菱瓦斯化学,prime,化学,素材・化学,mid400
4183,三井化学,prime,化学,素材・化学,mid400
4186,東京応化工業,prime,化学,素材・化学,mid400
4187,大阪有機化学工業,prime,化学,素材・化学,small1
4188,三菱ケミカルグループ,prime,化学,素材・化学,large70
4189,ＫＨネオケム,prime,化学,素材・化学,small1
4192,スパイダープラス,growth,情報・通信業,情報通信・サービスその他,none
4193,ファブリカホールディングス,standard,情報・通信業,情報通信・サービスその他,none
4194,ビジョナル,prime,情報・通信業,情報通信・サービスその他,mid400
4196,ネオマーケティング,standard,情報・通信業,情報通信・サービスその他,none
4197,アスマーク,standard,情報・通信業,情報通信・サービスその他,none
4198,テンダ,standard,情報・通信業,情報通信・サービスその他,none
4199,ワンダープラネット,growth,情報・通信業,情報通信・サービスその他,none
4202,ダイセル,prime,化学,素材・化学,mid400
4203,住友ベークライト,prime,化学,素材・化学,mid400
4204,積水化学工業,prime,化学,素材・化学,mid400
4205,日本ゼオン,prime,化学,素材・化学,mid400
4206,アイカ工業,prime,化学,素材・化学,mid400
4208,ＵＢＥ,prime,化学,素材・化学,mid400
4212,積水樹脂,prime,化学,素材・化学,small1
4216,旭有機材,prime,化学,素材・化学,small1
4218,ニチバン,prime,化学,素材・化学,small2
421A,ムービン・ストラテジック・キャリア,growth,サービス業,情報通信・サービスその他,none
4220,リケンテクノス,prime,化学,素材・化学,small2
4221,大倉工業,prime,化学,素材・化学,small2
4222,児玉化学工業,standard,化学,素材・化学,none
4224,ロンシール工業,standard,化学,素材・化学,none
4228,積水化成品工業,prime,化学,素材・化学,small2
4229,群栄化学工業,prime,化学,素材・化学,small2
4231,タイガースポリマー,standard,化学,素材・化学,none
4234,サンエー化研,standard,化学,素材・化学,none
4235,ウルトラファブリックス・ホールディングス,standard,化学,素材・化学,none
4237,フジプレアム,standard,化学,素材・化学,none
4238,ミライアル,standard,化学,素材・化学,none
423A,ライオン事務器,standard,卸売業,商社・卸売,none
4240,クラスターテクノロジー,standard,化学,素材・化学,none
4241,アテクト,standard,化学,素材・化学,none
4242,タカギセイコー,standard,化学,素材・化学,none
4243,ニックス,standard,化学,素材・化学,none
4245,ダイキアクシス,standard,化学,素材・化学,none
4246,ダイキョーニシカワ,prime,化学,素材・化学,small2
4247,ポバール興業,standard,化学,素材・化学,none
4248,竹本容器,standard,化学,素材・化学,none
4249,森六,prime,化学,素材・化学,small2
4251,恵和,prime,化学,素材・化学,small2
4255,ＴＨＥＣＯＯ,growth,情報・通信業,情報通信・サービスその他,none
4256,サインド,growth,情報・通信業,情報通信・サービスその他,none
4258,網屋,growth,情報・通信業,情報通信・サービスその他,none
4259,エクサウィザーズ,growth,情報・通信業,情報通信・サービスその他,none
4260,ハイブリッドテクノロジーズ,growth,情報・通信業,情報通信・サービスその他,none
4261,アジアクエスト,growth,情報・通信業,情報通信・サービスその他,none
4262,ニフティライフスタイル,growth,情報・通信業,情報通信・サービスその他,none
4263,サスメド,growth,情報・通信業,情報通信・サービスその他,none
4264,セキュア,growth,情報・通信業,情報通信・サービスその他,none
4265,Ｉｎｓｔｉｔｕｔｉｏｎ　ｆｏｒ　ａ　Ｇｌｏｂａｌ　Ｓｏｃｉｅｔｙ,growth,情報・通信業,情報通信・サービスその他,none
4270,ＢｅｅＸ,growth,情報・通信業,情報通信・サービスその他,none
4272,日本化薬,prime,化学,素材・化学,mid400
4274,細谷火工,standard,化学,素材・化学,none
4275,カーリット,prime,化学,素材・化学,small2
4284,ソルクシーズ,standard,情報・通信業,情報通信・サービスその他,none
4286,ＣＬホールディングス,standard,サービス業,情報通信・サービスその他,small2
4287,ジャストプランニング,standard,情報・通信業,情報通信・サービスその他,none
4288,アズジェント,standard,情報・通信業,情報通信・サービスその他,none
428A,サイプレス・ホールディングス,standard,小売業,小売,none
4290,プレステージ・インターナショナル,prime,サービス業,情報通信・サービスその他,small1
4293,セプテーニ・ホールディングス,standard,サービス業,情報通信・サービスその他,none
4299,ハイマックス,standard,情報・通信業,情報通信・サービスその他,small2
429A,テクセンドフォトマスク,prime,その他製品,情報通信・サービスその他,small2
4301,アミューズ,prime,サービス業,情報通信・サービスその他,small2
4307,野村総合研究所,prime,情報・通信業,情報通信・サービスその他,large70
4308,Ｊストリーム,growth,情報・通信業,情報通信・サービスその他,none
4310,ドリームインキュベータ,prime,サービス業,情報通信・サービスその他,small2
4316,ビーマップ,growth,情報・通信業,情報通信・サービスその他,none
4317,レイ,standard,サービス業,情報通信・サービスその他,none
4318,クイック,prime,サービス業,情報通信・サービスその他,small2
431A,ユーソナー,growth,情報・通信業,情報通信・サービスその他,none
4320,ＣＥホールディングス,standard,情報・通信業,情報通信・サービスその他,none
4323,日本システム技術,prime,情報・通信業,情報通信・サービスその他,small2
4324,電通グループ,prime,サービス業,情報通信・サービスその他,mid400
4326,インテージホールディングス,prime,情報・通信業,情報通信・サービスその他,small2
4331,テイクアンドギヴ・ニーズ,prime,サービス業,情報通信・サービスその他,small2
4334,ユークス,standard,情報・通信業,情報通信・サービスその他,none
4335,ＩＰＳホールディングス,standard,情報・通信業,情報通信・サービスその他,none
4337,ぴあ,prime,サービス業,情報通信・サービスその他,small2
4341,西菱電機,standard,サービス業,情報通信・サービスその他,none
4343,イオンファンタジー,prime,サービス業,情報通信・サービスその他,small2
4344,ソースネクスト,prime,情報・通信業,情報通信・サービスその他,small2
4345,シーティーエス,prime,サービス業,情報通信・サービスその他,small2
4346,ＮＥＸＹＺ．Ｇｒｏｕｐ,standard,その他金融業,金融（除く銀行）,none
4347,ブロードメディア,standard,サービス業,情報通信・サービスその他,none
4350,メディカルシステムネットワーク,standard,小売業,小売,small2
4351,山田再生系債権回収総合事務所,standard,その他金融業,金融（除く銀行）,none
4356,応用技術,standard,情報・通信業,情報通信・サービスその他,none
4360,マナック・ケミカル・パートナーズ,standard,化学,素材・化学,none
4361,川口化学工業,standard,化学,素材・化学,none
4362,日本精化,prime,化学,素材・化学,small2
4365,松本油脂製薬,standard,化学,素材・化学,none
4366,ダイトーケミックス,standard,化学,素材・化学,none
4368,扶桑化学工業,prime,化学,素材・化学,small1
4369,トリケミカル研究所,prime,化学,素材・化学,small1
436A,サイバーソリューションズ,growth,情報・通信業,情報通信・サービスその他,none
4370,モビルス,growth,情報・通信業,情報通信・サービスその他,none
4371,コアコンセプト・テクノロジー,growth,情報・通信業,情報通信・サービスその他,none
4372,ユミルリンク,growth,情報・通信業,情報通信・サービスその他,none
4373,シンプレクス・ホールディングス,prime,情報・通信業,情報通信・サービスその他,small1
4374,ＲＯＢＯＴ　ＰＡＹＭＥＮＴ,growth,情報・通信業,情報通信・サービスその他,none
4375,セーフィー,growth,情報・通信業,情報通信・サービスその他,none
4376,くふうカンパニーホールディングス,growth,情報・通信業,情報通信・サービスその他,none
4377,ワンキャリア,growth,情報・通信業,情報通信・サービスその他,none
4378,ＣＩＮＣ,growth,情報・通信業,情報通信・サービスその他,none
4379,Ｐｈｏｔｏｓｙｎｔｈ,growth,情報・通信業,情報通信・サービスその他,none
4380,Ｍマート,growth,情報・通信業,情報通信・サービスその他,none
4381,ビープラッツ,growth,情報・通信業,情報通信・サービスその他,none
4382,ＨＥＲＯＺ,standard,情報・通信業,情報通信・サービスその他,small2
4385,メルカリ,prime,情報・通信業,情報通信・サービスその他,mid400
4386,ＳＩＧグループ,standard,情報・通信業,情報通信・サービスその他,none
4387,ＺＵＵ,growth,情報・通信業,情報通信・サービスその他,none
4388,エーアイ,standard,情報・通信業,情報通信・サービスその他,none
4389,プロパティデータバンク,growth,情報・通信業,情報通信・サービスその他,none
438A,インフキュリオン,growth,情報・通信業,情報通信・サービスその他,none
4390,ＩＰＳ,prime,情報・通信業,情報通信・サービスその他,small2
4391,ロジザード,growth,情報・通信業,情報通信・サービスその他,none
4392,ＦＩＧ,prime,情報・通信業,情報通信・サービスその他,none
4393,バンク・オブ・イノベーション,growth,情報・通信業,情報通信・サービスその他,none
4394,エクスモーション,growth,情報・通信業,情報通信・サービスその他,none
4395,アクリート,growth,情報・通信業,情報通信・サービスその他,none
4396,システムサポートホールディングス,prime,情報・通信業,情報通信・サービスその他,small2
4397,チームスピリット,growth,情報・通信業,情報通信・サービスその他,none
4398,ブロードバンドセキュリティ,standard,情報・通信業,情報通信・サービスその他,none
4401,ＡＤＥＫＡ,prime,化学,素材・化学,mid400
4403,日油,prime,化学,素材・化学,mid400
4404,ミヨシ油脂,standard,食料品,食品,none
4406,新日本理化,standard,化学,素材・化学,none
4409,東邦化学工業,standard,化学,素材・化学,none
4410,ハリマ化成グループ,prime,化学,素材・化学,small2
4412,サイエンスアーツ,growth,情報・通信業,情報通信・サービスその他,none
4413,ボードルア,prime,情報・通信業,情報通信・サービスその他,small2
4414,フレクト,growth,情報・通信業,情報通信・サービスその他,none
4415,ブロードエンタープライズ,growth,情報・通信業,情報通信・サービスその他,none
