code,name,market,sector33,sector17,size
1301,極洋,prime,水産・農林業,食品,small1
130A,Ｖｅｒｉｔａｓ　Ｉｎ　Ｓｉｌｉｃｏ,growth,医薬品,医薬品,none
1332,ニッスイ,prime,水産・農林業,食品,mid400
1333,Ｕｍｉｏｓ,prime,水産・農林業,食品,mid400
135A,ＶＲＡＩＮ　Ｓｏｌｕｔｉｏｎ,growth,情報・通信業,情報通信・サービスその他,none
1375,ユキグニファクトリー,prime,水産・農林業,食品,small2
1376,カネコ種苗,standard,水産・農林業,食品,small2
1377,サカタのタネ,prime,水産・農林業,食品,small1
1379,ホクト,prime,水産・農林業,食品,small2
137A,Ｃｏｃｏｌｉｖｅ,growth,情報・通信業,情報通信・サービスその他,none
1380,秋川牧園,standard,水産・農林業,食品,none
1381,アクシーズ,standard,水産・農林業,食品,none
1382,ホーブ,standard,水産・農林業,食品,none
1383,ベルグアース,standard,水産・農林業,食品,none
1384,ホクリヨウ,standard,水産・農林業,食品,none
138A,光フードサービス,growth,小売業,小売,none
1401,エムビーエス,growth,建設業,建設・資材,none
1407,ウエストホールディングス,standard,建設業,建設・資材,none
1414,ショーボンドホールディングス,prime,建設業,建設・資材,mid400
1417,ミライト・ワン,prime,建設業,建設・資材,mid400
1418,インターライフホールディングス,standard,建設業,建設・資材,none
1419,タマホーム,prime,建設業,建設・資材,small1
141A,トライアルホールディングス,growth,小売業,小売,none
1420,サンヨーホームズ,standard,建設業,建設・資材,none
1429,日本アクア,prime,建設業,建設・資材,none
142A,ジンジブ,growth,サービス業,情報通信・サービスその他,none
1430,ファーストコーポレーション,standard,建設業,建設・資材,none
1431,Ｌｉｂ　Ｗｏｒｋ,growth,建設業,建設・資材,none
1433,ベステラ,prime,建設業,建設・資材,none
1434,ＪＥＳＣＯホールディングス,standard,建設業,建設・資材,none
1435,ｒｏｂｏｔ　ｈｏｍｅ,standard,不動産業,不動産,small2
1436,グリーンエナジー＆カンパニー,growth,建設業,建設・資材,none
1438,岐阜造園,standard,建設業,建設・資材,none
143A,イシン,growth,サービス業,情報通信・サービスその他,none
1443,技研ホールディングス,standard,建設業,建設・資材,none
1444,ニッソウ,growth,建設業,建設・資材,none
1446,キャンディル,standard,建設業,建設・資材,none
1447,ＳＡＡＦホールディングス,growth,建設業,建設・資材,none
1450,ＴＡＮＡＫＥＮ,standard,建設業,建設・資材,none
145A,Ｌ　ｉｓ　Ｂ,growth,情報・通信業,情報通信・サービスその他,none
146A,コロンビア・ワークス,standard,不動産業,不動産,none
147A,ソラコム,growth,情報・通信業,情報通信・サービスその他,none
148A,ハッチ・ワーク,growth,情報・通信業,情報通信・サービスその他,none
1491,中外鉱業,standard,非鉄金属,鉄鋼・非鉄,none
149A,シンカ,growth,情報・通信業,情報通信・サービスその他,none
150A,ＪＳＨ,growth,サービス業,情報通信・サービスその他,none
1514,住石ホールディングス,standard,鉱業,エネルギー資源,small2
1515,日鉄鉱業,prime,鉱業,エネルギー資源,small1
1518,三井松島ホールディングス,prime,その他製品,情報通信・サービスその他,small1
151A,ダイブグループ,growth,サービス業,情報通信・サービスその他,none
153A,カウリス,growth,情報・通信業,情報通信・サービスその他,none
155A,情報戦略テクノロジー,growth,情報・通信業,情報通信・サービスその他,none
156A,マテリアルグループ,growth,サービス業,情報通信・サービスその他,none
157A,グリーンモンスター,growth,サービス業,情報通信・サービスその他,none
1605,ＩＮＰＥＸ,prime,鉱業,エネルギー資源,mid400
160A,アズパートナーズ,standard,サービス業,情報通信・サービスその他,none
1662,石油資源開発,prime,鉱業,エネルギー資源,small1
1663,Ｋ＆Ｏエナジーグループ,prime,鉱業,エネルギー資源,small1
166A,タスキホールディングス,prime,不動産業,不動産,small2
167A,リョーサン菱洋ホールディングス,prime,卸売業,商社・卸売,small1
168A,イタミアート,growth,その他製品,情報通信・サービスその他,none
1711,ＳＤＳホールディングス,standard,建設業,建設・資材,none
1716,第一カッター興業,standard,建設業,建設・資材,small2
1717,明豊ファシリティワークス,standard,サービス業,情報通信・サービスその他,none
1718,美樹工業,standard,建設業,建設・資材,none
1719,安藤・間,prime,建設業,建設・資材,mid400
1720,東急建設,prime,建設業,建設・資材,small1
1721,コムシスホールディングス,prime,建設業,建設・資材,mid400
1723,日本電技,standard,建設業,建設・資材,none
1724,シンクレイヤ,standard,建設業,建設・資材,none
1736,オーテック,standard,建設業,建設・資材,none
173A,ハンモック,growth,情報・通信業,情報通信・サービスその他,none
1758,太洋基礎工業,standard,建設業,建設・資材,none
175A,Ｗｉｌｌ　Ｓｍａｒｔ,growth,情報・通信業,情報通信・サービスその他,none
1762,高松コンストラクショングループ,prime,建設業,建設・資材,small2
1764,工藤建設,standard,建設業,建設・資材,none
1766,東建コーポレーション,prime,建設業,建設・資材,small1
1768,ソネック,standard,建設業,建設・資材,none
1770,藤田エンジニアリング,standard,建設業,建設・資材,none
177A,コージンバイオ,growth,化学,素材・化学,none
1780,ヤマウラ,prime,建設業,建設・資材,small2
1783,ｆａｎｔａｓｉｓｔａ,standard,不動産業,不動産,none
1786,オリエンタル白石,prime,建設業,建設・資材,small2
1787,ナカボーテック,standard,建設業,建設・資材,none
1788,三東工業社,standard,建設業,建設・資材,none
1793,大本組,standard,建設業,建設・資材,none
1795,マサル,standard,建設業,建設・資材,none
1798,守谷商会,standard,建設業,建設・資材,none
1799,第一建設工業,standard,建設業,建設・資材,none
1801,大成建設,prime,建設業,建設・資材,mid400
1802,大林組,prime,建設業,建設・資材,mid400
1803,清水建設,prime,建設業,建設・資材,mid400
1807,佐藤渡辺,standard,建設業,建設・資材,none
1808,長谷工コーポレーション,prime,建設業,建設・資材,mid400
1810,松井建設,standard,建設業,建設・資材,small2
1811,錢高組,standard,建設業,建設・資材,none
1812,鹿島建設,prime,建設業,建設・資材,mid400
1813,不動テトラ,prime,建設業,建設・資材,small2
1814,大末建設,prime,建設業,建設・資材,none
1815,鉄建建設,prime,建設業,建設・資材,small2
1820,西松建設,prime,建設業,建設・資材,mid400
1822,大豊建設,standard,建設業,建設・資材,small2
1826,佐田建設,standard,建設業,建設・資材,none
1827,ナカノフドー建設,standard,建設業,建設・資材,none
1828,田辺工業,standard,建設業,建設・資材,none
1833,奥村組,prime,建設業,建設・資材,small1
1835,東鉄工業,prime,建設業,建設・資材,small1
1840,土屋ホールディングス,standard,建設業,建設・資材,none
1844,大盛工業,standard,建設業,建設・資材,none
1847,イチケン,standard,建設業,建設・資材,none
1848,富士ピー・エス,standard,建設業,建設・資材,none
184A,学びエイド,growth,情報・通信業,情報通信・サービスその他,none
1850,南海辰村建設,standard,建設業,建設・資材,none
1852,淺沼組,prime,建設業,建設・資材,small1
1853,森組,standard,建設業,建設・資材,none
1860,戸田建設,prime,建設業,建設・資材,mid400
1861,熊谷組,prime,建設業,建設・資材,small1
1866,北野建設,standard,建設業,建設・資材,none
1867,植木組,standard,建設業,建設・資材,none
186A,アストロスケールホールディングス,growth,サービス業,情報通信・サービスその他,none
1870,矢作建設工業,prime,建設業,建設・資材,small1
1871,ピーエス・コンストラクション,prime,建設業,建設・資材,small2
1873,日本ハウスホールディングス,prime,建設業,建設・資材,small2
1878,大東建託,prime,不動産業,不動産,mid400
1879,新日本建設,prime,建設業,建設・資材,small2
1882,東亜道路工業,prime,建設業,建設・資材,small1
1885,東亜建設工業,prime,建設業,建設・資材,small1
1887,日本国土開発,prime,建設業,建設・資材,small2
1888,若築建設,prime,建設業,建設・資材,small2
1893,五洋建設,prime,建設業,建設・資材,mid400
1897,金下建設,standard,建設業,建設・資材,none
1898,世紀東急工業,prime,建設業,建設・資材,small1
1899,福田組,prime,建設業,建設・資材,small2
189A,Ｄ＆Ｍカンパニー,growth,サービス業,情報通信・サービスその他,none
1904,大成温調,standard,建設業,建設・資材,none
1905,テノックス,standard,建設業,建設・資材,none
1909,日本ドライケミカル,standard,機械,機械,none
190A,Ｃｈｏｒｄｉａ　Ｔｈｅｒａｐｅｕｔｉｃｓ,growth,医薬品,医薬品,none
1911,住友林業,prime,建設業,建設・資材,mid400
1914,日本基礎技術,standard,建設業,建設・資材,none
1921,巴コーポレーション,standard,建設業,建設・資材,none
1925,大和ハウス工業,prime,建設業,建設・資材,large70
1926,ライト工業,prime,建設業,建設・資材,small1
1928,積水ハウス,prime,建設業,建設・資材,large70
1929,日特建設,prime,建設業,建設・資材,small2
192A,インテグループ,growth,サービス業,情報通信・サービスその他,none
1930,北陸電気工事,prime,建設業,建設・資材,small2
1934,ユアテック,prime,建設業,建設・資材,small1
1938,日本リーテック,prime,建設業,建設・資材,small2
1939,四電工,prime,建設業,建設・資材,small2
1941,中電工,prime,建設業,建設・資材,small1
1942,関電工,prime,建設業,建設・資材,mid400
1944,きんでん,prime,建設業,建設・資材,mid400
1945,東京エネシス,prime,建設業,建設・資材,small2
1946,トーエネック,prime,建設業,建設・資材,small2
1948,弘電社,standard,建設業,建設・資材,none
194A,ＷＯＬＶＥＳ　ＨＡＮＤ,growth,サービス業,情報通信・サービスその他,none
1950,日本電設工業,prime,建設業,建設・資材,small1
1951,エクシオグループ,prime,建設業,建設・資材,mid400
1952,新日本空調,prime,建設業,建設・資材,small1
1959,クラフティア,prime,建設業,建設・資材,mid400
195A,ＭＵＳＣＡＴ　ＧＲＯＵＰ,growth,サービス業,情報通信・サービスその他,none
1960,サンテック,standard,建設業,建設・資材,none
1961,三機工業,prime,建設業,建設・資材,small1
1963,日揮ホールディングス,prime,建設業,建設・資材,mid400
1964,中外炉工業,prime,建設業,建設・資材,small2
1965,テクノ菱和,standard,建設業,建設・資材,none
1966,高田工業所,standard,建設業,建設・資材,none
1967,ヤマト,standard,建設業,建設・資材,none
1968,太平電業,prime,建設業,建設・資材,small1
1969,高砂熱学工業,prime,建設業,建設・資材,mid400
196A,ＭＦＳ,growth,その他金融業,金融（除く銀行）,none
1972,三晃金属工業,standard,建設業,建設・資材,none
1975,朝日工業社,prime,建設業,建設・資材,small1
1976,明星工業,prime,建設業,建設・資材,small2
1979,大氣社,prime,建設業,建設・資材,small1
197A,タウンズ,standard,医薬品,医薬品,none
1980,ダイダン,prime,建設業,建設・資材,small1
1981,協和日成,standard,建設業,建設・資材,none
1982,日比谷総合設備,prime,建設業,建設・資材,small2
198A,ＰｏｓｔＰｒｉｍｅ,growth,情報・通信業,情報通信・サービスその他,none
1992,神田通信機,standard,建設業,建設・資材,none
1994,高橋カーテンウォール工業,standard,建設業,建設・資材,none
1997,暁飯島工業,standard,建設業,建設・資材,none
2001,ニップン,prime,食料品,食品,small1
2002,日清製粉グループ本社,prime,食料品,食品,mid400
2003,日東富士製粉,standard,食料品,食品,small2
2004,昭和産業,prime,食料品,食品,small2
2009,鳥越製粉,standard,食料品,食品,none
2053,中部飼料,prime,食料品,食品,small2
2055,日和産業,standard,食料品,食品,none
205A,ロゴスホールディングス,growth,建設業,建設・資材,none
2060,フィード・ワン,prime,食料品,食品,small2
206A,ＰＲＩＳＭ　ＢｉｏＬａｂ,growth,医薬品,医薬品,none
208A,構造計画研究所ホールディングス,standard,情報・通信業,情報通信・サービスその他,none
2108,日本甜菜製糖,prime,食料品,食品,small2
2109,ＤＭ三井製糖,prime,食料品,食品,small1
2112,塩水港精糖,standard,食料品,食品,none
2114,フジ日本,standard,食料品,食品,none
2117,ウェルネオシュガー,prime,食料品,食品,small2
211A,カドス・コーポレーション,standard,建設業,建設・資材,none
2120,ＬＩＦＵＬＬ,prime,サービス業,情報通信・サービスその他,small2
2121,ＭＩＸＩ,prime,情報・通信業,情報通信・サービスその他,small1
2122,インタースペース,standard,サービス業,情報通信・サービスその他,none
2124,ジェイエイシーリクルートメント,prime,サービス業,情報通信・サービスその他,small1
2127,日本Ｍ＆Ａセンターホールディングス,prime,サービス業,情報通信・サービスその他,mid400
212A,フィットイージー,prime,サービス業,情報通信・サービスその他,small2
2130,メンバーズ,prime,サービス業,情報通信・サービスその他,small2
2134,北浜キャピタルパートナーズ,standard,サービス業,情報通信・サービスその他,none
2136,ヒップ,standard,サービス業,情報通信・サービスその他,none
2138,クルーズ,standard,情報・通信業,情報通信・サービスその他,none
2139,中広,standard,サービス業,情報通信・サービスその他,none
2146,ＵＴグループ,prime,サービス業,情報通信・サービスその他,small1
2148,アイティメディア,prime,サービス業,情報通信・サービスその他,small2
2152,幼児活動研究会,standard,サービス業,情報通信・サービスその他,none
2153,Ｅ・Ｊホールディングス,prime,サービス業,情報通信・サービスその他,small2
2154,オープンアップグループ,prime,サービス業,情報通信・サービスその他,small1
2156,セーラー広告,standard,サービス業,情報通信・サービスその他,none
2157,コシダカホールディングス,prime,サービス業,情報通信・サービスその他,small1
2158,ＦＲＯＮＴＥＯ,growth,サービス業,情報通信・サービスその他,none
215A,タイミー,growth,サービス業,情報通信・サービスその他,none
2160,ジーエヌアイグループ,growth,医薬品,医薬品,none
2162,ｎｍｓ　ホールディングス,standard,サービス業,情報通信・サービスその他,none
2163,アルトナー,prime,サービス業,情報通信・サービスその他,none
2164,地域新聞社,standard,サービス業,情報通信・サービスその他,none
2168,パソナグループ,prime,サービス業,情報通信・サービスその他,small1
2169,ＣＤＳ,standard,サービス業,情報通信・サービスその他,none
2170,リンクアンドモチベーション,prime,サービス業,情報通信・サービスその他,small2
2173,博展,growth,サービス業,情報通信・サービスその他,none
2175,エス・エム・エス,prime,サービス業,情報通信・サービスその他,small1
2179,成学社,standard,サービス業,情報通信・サービスその他,none
2180,サニーサイドアップグループ,standard,サービス業,情報通信・サービスその他,none
2181,パーソルホールディングス,prime,サービス業,情報通信・サービスその他,mid400
2183,リニカル,standard,サービス業,情報通信・サービスその他,none
2185,シイエム・シイ,standard,サービス業,情報通信・サービスその他,none
2186,ソーバル,standard,サービス業,情報通信・サービスその他,none
218A,Ｌｉｂｅｒａｗａｒｅ,growth,精密機器,電機・精密,none
2193,クックパッド,standard,サービス業,情報通信・サービスその他,small2
2195,アミタホールディングス,growth,サービス業,情報通信・サービスその他,none
2198,アイ・ケイ・ケイホールディングス,prime,サービス業,情報通信・サービスその他,none
219A,Ｈｅａｒｔｓｅｅｄ,growth,医薬品,医薬品,none
2201,森永製菓,prime,食料品,食品,mid400
2204,中村屋,standard,食料品,食品,small2
2206,江崎グリコ,prime,食料品,食品,mid400
2207,ｍｅｉｔｏ,prime,食料品,食品,small2
2208,ブルボン,standard,食料品,食品,none
2209,井村屋グループ,prime,食料品,食品,small2
220A,Ｆａｂｅｒ　Ｃｏｍｐａｎｙ,standard,情報・通信業,情報通信・サービスその他,none
2211,不二家,prime,食料品,食品,small2
2212,山崎製パン,prime,食料品,食品,mid400
2215,第一屋製パン,standard,食料品,食品,none
2216,カンロ,standard,食料品,食品,none
2217,モロゾフ,prime,食料品,食品,small2
2220,亀田製菓,prime,食料品,食品,small1
2221,岩塚製菓,standard,食料品,食品,none
2222,寿スピリッツ,prime,食料品,食品,mid400
2224,コモ,standard,食料品,食品,none
2226,湖池屋,standard,食料品,食品,none
2229,カルビー,prime,食料品,食品,mid400
2264,森永乳業,prime,食料品,食品,mid400
2266,六甲バター,prime,食料品,食品,small2
2267,ヤクルト本社,prime,食料品,食品,mid400
2268,Ｂ－Ｒ　サーティワン　アイスクリーム,standard,食料品,食品,none
2269,明治ホールディングス,prime,食料品,食品,mid400
2270,雪印メグミルク,prime,食料品,食品,small1
2281,プリマハム,prime,食料品,食品,small1
2282,日本ハム,prime,食料品,食品,mid400
2286,林兼産業,standard,食料品,食品,none
2288,丸大食品,prime,食料品,食品,small2
228A,オプロ,growth,情報・通信業,情報通信・サービスその他,none
2291,福留ハム,standard,食料品,食品,none
2292,Ｓ　Ｆｏｏｄｓ,prime,食料品,食品,small1
2293,滝沢ハム,standard,食料品,食品,none
2294,柿安本店,prime,食料品,食品,small2
2296,伊藤ハム米久ホールディングス,prime,食料品,食品,small1
2300,きょくとう,standard,サービス業,情報通信・サービスその他,none
2301,学情,prime,サービス業,情報通信・サービスその他,small2
2303,ドーン,standard,情報・通信業,情報通信・サービスその他,none
2304,ＣＳＳホールディングス,standard,サービス業,情報通信・サービスその他,none
2305,スタジオアリス,standard,サービス業,情報通信・サービスその他,small2
2307,クロスキャット,prime,情報・通信業,情報通信・サービスその他,small2
2311,エプコ,standard,サービス業,情報通信・サービスその他,none
2315,ＣＡＩＣＡ　ＤＩＧＩＴＡＬ,standard,情報・通信業,情報通信・サービスその他,none
2317,システナ,prime,情報・通信業,情報通信・サービスその他,small1
2321,ソフトフロントホールディングス,growth,情報・通信業,情報通信・サービスその他,none
2323,ｆｏｎｆｕｎ,standard,情報・通信業,情報通信・サービスその他,none
2325,ＮＪＳ,prime,サービス業,情報通信・サービスその他,small2
2326,デジタルアーツ,prime,情報・通信業,情報通信・サービスその他,small1
2327,日鉄ソリューションズ,prime,情報・通信業,情報通信・サービスその他,mid400
2329,東北新社,standard,情報・通信業,情報通信・サービスその他,none
2330,フォーサイド,standard,情報・通信業,情報通信・サービスその他,none
2331,ＡＬＳＯＫ,prime,サービス業,情報通信・サービスその他,mid400
2332,クエスト,standard,情報・通信業,情報通信・サービスその他,none
2334,イオレ,growth,サービス業,情報通信・サービスその他,none
2335,キューブシステム,prime,情報・通信業,情報通信・サービスその他,small2
2337,いちご,prime,不動産業,不動産,small1
2338,クオンタムソリューションズ,standard,情報・通信業,情報通信・サービスその他,none
2340,極楽湯ホールディングス,standard,サービス業,情報通信・サービスその他,none
2341,アルバイトタイムス,standard,サービス業,情報通信・サービスその他,none
2342,トランスジェニックグループ,standard,サービス業,情報通信・サービスその他,none
2345,ＨＯＤＬ１,standard,情報・通信業,情報通信・サービスその他,none
2349,エヌアイデイ,standard,情報・通信業,情報通信・サービスその他,none
2351,ＡＳＪ,standard,情報・通信業,情報通信・サービスその他,none
2353,日本駐車場開発,prime,不動産業,不動産,small1
2354,ＹＥ　ＤＩＧＩＴＡＬ,standard,情報・通信業,情報通信・サービスその他,none
2359,コア,prime,情報・通信業,情報通信・サービスその他,small2
2370,メディネット,growth,サービス業,情報通信・サービスその他,none
2371,カカクコム,prime,サービス業,情報通信・サービスその他,mid400
2373,ケア２１,standard,サービス業,情報通信・サービスその他,none
2375,ギグワークス,standard,サービス業,情報通信・サービスその他,none
2376,サイネックス,standard,サービス業,情報通信・サービスその他,none
2378,ルネサンス,prime,サービス業,情報通信・サービスその他,small2
2379,ディップ,prime,サービス業,情報通信・サービスその他,small1
2384,ＳＢＳホールディングス,prime,陸運業,運輸・物流,small1
2385,総医研ホールディングス,growth,サービス業,情報通信・サービスその他,none
2388,ウェッジホールディングス,growth,その他金融業,金融（除く銀行）,none
2391,プラネット,standard,サービス業,情報通信・サービスその他,none
2393,日本ケアサプライ,standard,サービス業,情報通信・サービスその他,none
2395,新日本科学,prime,サービス業,情報通信・サービスその他,small2
2404,鉄人化ホールディングス,standard,サービス業,情報通信・サービスその他,none
2408,ＫＧ情報,standard,サービス業,情報通信・サービスその他,none
2410,キャリアデザインセンター,prime,サービス業,情報通信・サービスその他,none
2411,ゲンダイエージェンシー,standard,情報・通信業,情報通信・サービスその他,none
2413,エムスリー,prime,サービス業,情報通信・サービスその他,mid400
2415,ヒューマンホールディングス,standard,サービス業,情報通信・サービスその他,none
2418,ツカダ・グローバルホールディング,standard,サービス業,情報通信・サービスその他,none
241A,ＲＯＸＸ,growth,情報・通信業,情報通信・サービスその他,none
2424,ブラス,standard,サービス業,情報通信・サービスその他,none
2425,ケアサービス,standard,サービス業,情報通信・サービスその他,none
2428,ウェルネット,standard,サービス業,情報通信・サービスその他,none
2429,ワールドホールディングス,prime,サービス業,情報通信・サービスその他,small2
2432,ディー・エヌ・エー,prime,情報・通信業,情報通信・サービスその他,mid400
2433,博報堂ＤＹホールディングス,prime,サービス業,情報通信・サービスその他,mid400
2435,シダー,standard,サービス業,情報通信・サービスその他,none
2436,共同ピーアール,standard,サービス業,情報通信・サービスその他,none
2437,Ｓｈｉｎｗａ　Ｗｉｓｅ　Ｈｏｌｄｉｎｇｓ,standard,サービス業,情報通信・サービスその他,none
2438,アスカネット,growth,サービス業,情報通信・サービスその他,none
2440,ぐるなび,standard,サービス業,情報通信・サービスその他,small2
2445,タカミヤ,standard,サービス業,情報通信・サービスその他,small2
2449,プラップジャパン,standard,サービス業,情報通信・サービスその他,none
244A,グロースエクスパートナーズ,growth,情報・通信業,情報通信・サービスその他,none
2454,オールアバウト,standard,サービス業,情報通信・サービスその他,none
2459,アウンコンサルティング,standard,サービス業,情報通信・サービスその他,none
245A,ＩＮＧＳ,growth,小売業,小売,none
2461,ファンコミュニケーションズ,prime,サービス業,情報通信・サービスその他,small2
2462,ライク,prime,サービス業,情報通信・サービスその他,small2
2464,Ａｏｂａ‐ＢＢＴ,standard,サービス業,情報通信・サービスその他,none
2469,ヒビノ,standard,サービス業,情報通信・サービスその他,none
246A,アスア,growth,サービス業,情報通信・サービスその他,none
2471,エスプール,prime,サービス業,情報通信・サービスその他,small2
2475,ＷＤＢホールディングス,prime,サービス業,情報通信・サービスその他,small2
2477,手間いらず,standard,情報・通信業,情報通信・サービスその他,small2
2479,ジェイテック,standard,サービス業,情報通信・サービスその他,none
247A,Ａｉロボティクス,growth,化学,素材・化学,none
2480,システム・ロケーション,standard,情報・通信業,情報通信・サービスその他,none
2481,タウンニュース社,standard,サービス業,情報通信・サービスその他,none
2483,翻訳センター,standard,サービス業,情報通信・サービスその他,none
2484,出前館,standard,情報・通信業,情報通信・サービスその他,none
2485,ティア,standard,サービス業,情報通信・サービスその他,none
2488,ＪＴＰ,standard,サービス業,情報通信・サービスその他,none
2489,アドウェイズ,standard,サービス業,情報通信・サービスその他,small2
248A,キッズスター,growth,情報・通信業,情報通信・サービスその他,none
2491,バリューコマース,prime,サービス業,情報通信・サービスその他,small2
2492,インフォマート,prime,サービス業,情報通信・サービスその他,small1
2493,イーサポートリンク,standard,サービス業,情報通信・サービスその他,none
2497,ユナイテッド,growth,サービス業,情報通信・サービスその他,none
2498,オリエンタルコンサルタンツホールディングス,standard,サービス業,情報通信・サービスその他,none
2499,日本和装ホールディングス,standard,サービス業,情報通信・サービスその他,none
2501,サッポロビール,prime,食料品,食品,mid400
2502,アサヒグループホールディングス,prime,食料品,食品,large70
2503,キリンホールディングス,prime,食料品,食品,large70
250A,シマダヤ,standard,食料品,食品,small2
2531,宝ホールディングス,prime,食料品,食品,mid400
2533,オエノンホールディングス,prime,食料品,食品,small2
253A,ＥＴＳグループ,standard,建設業,建設・資材,none
254A,ＡＩフュージョンキャピタルグループ,standard,証券、商品先物取引業,金融（除く銀行）,none
255A,ジーエルテクノホールディングス,standard,精密機器,電機・精密,none
256A,飛島ホールディングス,prime,建設業,建設・資材,small2
2573,北海道コカ・コーラボトリング,standard,食料品,食品,none
2579,コカ・コーラ　ボトラーズジャパンホールディングス,prime,食料品,食品,mid400
2585,ライフドリンク　カンパニー,prime,食料品,食品,small1
2586,フルッタフルッタ,growth,食料品,食品,none
2587,サントリービバレッジ＆フード,prime,食料品,食品,mid400
2588,プレミアムウォーターホールディングス,standard,食料品,食品,none
2590,ダイドーグループホールディングス,prime,食料品,食品,small1
2593,伊藤園,prime,食料品,食品,mid400
2594,キーコーヒー,prime,食料品,食品,small2
2597,ユニカフェ,standard,食料品,食品,none
2602,日清オイリオグループ,prime,食料品,食品,small1
2607,不二製油,prime,食料品,食品,mid400
2612,かどや製油,standard,食料品,食品,none
2613,Ｊ－オイルミルズ,prime,食料品,食品,small2
261A,日水コン,standard,サービス業,情報通信・サービスその他,none
262A,インターメスティック,prime,小売業,小売,small2
264A,Ｓｃｈｏｏ,growth,サービス業,情報通信・サービスその他,none
2652,まんだらけ,standard,小売業,小売,none
2653,イオン九州,standard,小売業,小売,none
2654,アスモ,standard,小売業,小売,none
2656,ベクターホールディングス,standard,小売業,小売,none
2659,サンエー,prime,小売業,小売,small1
265A,Ｈｍｃｏｍｍ,growth,情報・通信業,情報通信・サービスその他,none
2664,カワチ薬品,prime,小売業,小売,small1
2666,オートウェーブ,standard,小売業,小売,none
2667,イメージ　ワン,standard,卸売業,商社・卸売,none
2668,タビオ,standard,卸売業,商社・卸売,none
2669,カネ美食品,standard,小売業,小売,none
2670,エービーシー・マート,prime,小売業,小売,mid400
2673,夢みつけ隊,standard,小売業,小売,none
2674,ハードオフコーポレーション,prime,小売業,小売,small2
2676,高千穂交易,prime,卸売業,商社・卸売,small2
2678,アスクル,prime,小売業,小売,small1
2681,ゲオホールディングス,prime,小売業,小売,small1
2683,魚喜,standard,小売業,小売,none
2685,アンドエスティＨＤ,prime,小売業,小売,small1
2687,シー・ヴイ・エス・ベイエリア,standard,サービス業,情報通信・サービスその他,none
2689,オルバヘルスケアホールディングス,standard,卸売業,商社・卸売,none
268A,リガク・ホールディングス,prime,精密機器,電機・精密,small1
2693,ＹＫＴ,standard,卸売業,商社・卸売,none
2694,焼肉坂井ホールディングス,standard,小売業,小売,none
2695,くら寿司,prime,小売業,小売,small1
2698,キャンドゥ,standard,小売業,小売,small2
269A,Ｓａｐｅｅｔ,growth,情報・通信業,情報通信・サービスその他,none
2700,木徳神糧,standard,卸売業,商社・卸売,none
2702,日本マクドナルドホールディングス,standard,小売業,小売,none
2705,大戸屋ホールディングス,standard,小売業,小売,none
2708,久世,standard,卸売業,商社・卸売,none
2721,ジェイホールディングス,standard,卸売業,商社・卸売,none
2722,ＩＫホールディングス,standard,小売業,小売,none
2726,パルグループホールディングス,prime,小売業,小売,small1
2730,エディオン,prime,小売業,小売,small1
2733,あらた,prime,卸売業,商社・卸売,small1
2734,サーラコーポレーション,prime,小売業,小売,small2
2735,ワッツ,standard,小売業,小売,none
2736,フェスタリアホールディングス,standard,小売業,小売,none
2737,トーメンデバイス,prime,卸売業,商社・卸売,small2
2742,ハローズ,prime,小売業,小売,small2
2747,北雄ラッキー,standard,小売業,小売,none
2749,ＪＰホールディングス,prime,サービス業,情報通信・サービスその他,small1
274A,ガーデン,standard,小売業,小売,none
2750,石光商事,standard,卸売業,商社・卸売,none
2751,テンポスホールディングス,standard,卸売業,商社・卸売,none
2752,フジオフードグループ本社,prime,小売業,小売,small1
2753,あみやき亭,prime,小売業,小売,small2
2760,東京エレクトロン　デバイス,prime,卸売業,商社・卸売,small1
2762,ＳＡＮＫＯ　ＭＡＲＫＥＴＩＮＧ　ＦＯＯＤＳ,standard,小売業,小売,none
2764,ひらまつ,standard,小売業,小売,none
2767,円谷フィールズホールディングス,prime,卸売業,商社・卸売,small1
2768,双日,prime,卸売業,商社・卸売,mid400
2769,ヴィレッジヴァンガードコーポレーション,standard,小売業,小売,none
276A,ククレブ・アドバイザーズ,growth,不動産業,不動産,none
2776,新都ホールディングス,standard,卸売業,商社・卸売,none
2778,パレモ・ホールディングス,standard,小売業,小売,none
277A,グロービング,prime,サービス業,情報通信・サービスその他,small2
2780,コメ兵ホールディングス,standard,小売業,小売,none
2782,セリア,standard,小売業,小売,none
2784,アルフレッサ　ホールディングス,prime,卸売業,商社・卸売,mid400
2788,アップルインターナショナル,standard,卸売業,商社・卸売,none
2789,カルラ,standard,小売業,小売,none
278A,Ｔｅｒｒａ　Ｄｒｏｎｅ,growth,精密機器,電機・精密,none
2790,ナフコ,standard,小売業,小売,none
2791,大黒天物産,prime,小売業,小売,small1
2792,ハニーズホールディングス,prime,小売業,小売,small2
2795,日本プリメックス,standard,卸売業,商社・卸売,none
2796,ファーマライズホールディングス,standard,小売業,小売,none
2798,ワイズテーブルコーポレーション,standard,小売業,小売,none
2801,キッコーマン,prime,食料品,食品,mid400
2802,味の素,prime,食料品,食品,large70
2804,ブルドックソース,prime,食料品,食品,small2
2805,ヱスビー食品,standard,食料品,食品,none
2806,ユタカフーズ,standard,食料品,食品,none
2809,キユーピー,prime,食料品,食品,mid400
280A,ＴＭＨ,growth,卸売業,商社・卸売,none
