delist_date,name,code,market_name,reason,category
2026-03-06,ヤスハラケミカル（株）,4957,スタンダード,ＭＢＯ（公開買付け、株式併合）,acquisition
2026-03-12,ＳＣＳＫ（株）,9719,プライム,支配株主等による買収（公開買付け、株式併合）,acquisition
2026-03-13,セントケア・ホールディング（株）,2374,プライム,ＭＢＯ（公開買付け、株式併合）,acquisition
2026-03-13,スター精密（株）,7718,プライム,他社による買収（公開買付け、株式併合）,acquisition
2026-03-17,（株）ブレインパッド,3655,プライム,他社による買収（公開買付け、株式併合）,acquisition
2026-03-17,（株）鶴弥,5386,スタンダード,申請による上場廃止,other
2026-03-19,（株）デジタルホールディングス,2389,プライム,他社による買収（公開買付け、株式併合）,acquisition
2026-03-23,（株）ニューテック,6734,スタンダード,他社による買収（公開買付け、株式等売渡請求による取得）,acquisition
2026-03-23,シルバーエッグ・テクノロジー（株）,3961,グロース,他社による買収（公開買付け、株式併合）,acquisition
2026-03-23,フジテック（株）,6406,プライム,他社による買収（公開買付け、株式併合）,acquisition
2026-03-24,杉田エース（株）,7635,スタンダード,ＭＢＯ（公開買付け、株式併合）,acquisition
2026-03-25,ダイワ通信（株）,7116,スタンダード,支配株主等による買収（株式併合）,acquisition
2026-03-27,トーイン（株）,7923,スタンダード,他社による買収（公開買付け、株式等売渡請求による取得）,acquisition
2026-03-27,サンユー建設（株）,1841,スタンダード,ＭＢＯ（公開買付け、株式併合）,acquisition
2026-03-30,（株）エスクリ,2196,スタンダード,オンザページに合併（会社合併）,acquisition
2026-03-30,黒崎播磨（株）,5352,プライム,支配株主等による買収（公開買付け、株式等売渡請求による取得）,acquisition
2026-03-30,（株）パリミキホールディングス,7455,スタンダード,ＭＢＯ（公開買付け、株式併合）,acquisition
2026-03-30,（株）ランドコンピュータ,3924,プライム,トランヴィアの完全子会社化（株式移転）,acquisition
2026-03-30,（株）東邦システムサイエンス,4333,プライム,トランヴィアの完全子会社化（株式移転）,acquisition
2026-03-30,ＴＯＹＯイノベックス（株）,6210,スタンダード,GMSグループの完全子会社化（株式移転）,acquisition
2026-03-30,日野自動車（株）,7205,プライム,ARCHIONの完全子会社化（株式交換）,acquisition
2026-03-30,佐鳥電機（株）,7420,プライム,MIRAINIホールディングスの完全子会社化（株式移転）,acquisition
2026-03-30,萩原電気ホールディングス（株）,7467,プライム,MIRAINIホールディングスの完全子会社化（株式移転）,acquisition
2026-03-30,アイフル（株）,8515,プライム,ムニノバホールディングスの完全子会社化（株式移転）,acquisition
2026-03-30,日精樹脂工業（株）,6293,プライム,GMSグループの完全子会社化（株式移転）,acquisition
2026-04-01,（株）サンデー,7450,スタンダード,支配株主等による買収（公開買付け、株式等売渡請求による取得）,acquisition
2026-04-13,太平洋工業（株）,7250,プライム,ＭＢＯ（公開買付け、株式併合）,acquisition
2026-04-14,（株）豆蔵,202A,グロース,他社による買収（公開買付け、株式等売渡請求による取得）,acquisition
2026-04-15,日本パレットプール（株）,4690,スタンダード,他社による買収（公開買付け、株式等売渡請求による取得）,acquisition
2026-04-20,（株）Ｆａｓｔ　Ｆｉｔｎｅｓｓ　Ｊａｐａｎ,7092,プライム,ＭＢＯ（公開買付け、株式併合）,acquisition
2026-04-21,キヤノン電子（株）,7739,プライム,支配株主等による買収（公開買付け、株式併合）,acquisition
2026-04-24,メディカル・データ・ビジョン（株）,3902,プライム,他社による買収（公開買付け、株式併合）,acquisition
2026-04-27,三菱ロジスネクスト（株）,7105,スタンダード,他社による買収（公開買付け、株式併合）,acquisition
2026-04-27,（株）農業総合研究所,3541,グロース,他社による買収（公開買付け、株式併合）,acquisition
2026-04-27,（株）フレンドリー,8209,スタンダード,支配株主等による買収（株式併合）,acquisition
2026-04-28,ＢＢＤイニシアティブ（株）,5259,グロース,ヘッドウォータースに合併（会社合併）,acquisition
2026-05-01,ＡＢホテル（株）,6565,スタンダード,申請による上場廃止,other
2026-05-08,平安レイサービス（株）,2344,スタンダード,支配株主等による買収（株式併合）,acquisition
2026-05-11,久光製薬（株）,4530,プライム,ＭＢＯ（公開買付け、株式併合）,acquisition
2026-05-13,（株）フォーラムエンジニアリング,7088,プライム,他社による買収（公開買付け、株式併合）,acquisition
2026-05-15,（株）マンダム,4917,プライム,ＭＢＯ（公開買付け、株式併合）,acquisition
2026-05-15,澤藤電機（株）,6901,スタンダード,他社による買収（公開買付け、株式併合）,acquisition
2026-05-15,（株）ホギメディカル,3593,プライム,他社による買収（公開買付け、株式併合）,acquisition
2026-05-19,伊藤忠食品（株）,2692,プライム,支配株主等による買収（公開買付け、株式等売渡請求による取得）,acquisition
2026-05-28,前澤化成工業（株）,7925,プライム,前澤ホールディングスの完全子会社化（株式移転）,acquisition
2026-05-28,前澤工業（株）,6489,スタンダード,前澤ホールディングスの完全子会社化（株式移転）,acquisition
2026-05-28,東邦チタニウム（株）,5727,プライム,ＪＸ金属の完全子会社化（株式交換）,acquisition
2026-05-29,三井住建道路（株）,1776,スタンダード,支配株主等による買収（公開買付け、株式等売渡請求による取得）,acquisition
2026-05-29,ラクスル（株）,4384,プライム,ＭＢＯ（公開買付け、株式併合）,acquisition
2026-06-01,（株）アクアライン,6173,グロース,内部管理体制確認書が提出され、内部管理体制等が適切に整備されていない又は適切に運用される見込みがなくなったと当取引所が認める場合,failure
2026-06-01,（株）豊田自動織機,6201,プライム,他社による買収（公開買付け、株式併合）,acquisition
2026-06-01,（株）ビーアールホールディングス,1726,プライム,他社による買収（公開買付け、株式併合）,acquisition
2026-06-04,（株）丸運,9067,スタンダード,他社による買収（公開買付け、株式併合）,acquisition
2026-06-10,（株）ユタカ技研,7229,スタンダード,他社による買収（公開買付け、株式併合）,acquisition
2026-06-10,ＭＵＴＯＨホールディングス（株）,7999,スタンダード,他社による買収（公開買付け、株式併合）,acquisition
2026-06-11,（株）カイノス,4556,スタンダード,他社による買収（公開買付け、株式併合）,acquisition
2026-06-12,タカラバイオ（株）,4974,プライム,支配株主等による買収（公開買付け、株式併合）,acquisition
2026-06-15,（株）イーグランド,3294,スタンダード,他社による買収（公開買付け、株式等売渡請求による取得）,acquisition
2026-06-16,（株）ＩＮＦＯＲＩＣＨ,9338,グロース,ＭＢＯ（公開買付け、株式併合）,acquisition
2026-06-16,（株）ＭＣＪ,6670,スタンダード,ＭＢＯ（公開買付け、株式併合）,acquisition
2026-06-18,養命酒製造（株）,2540,プライム,他社による買収（公開買付け、株式併合）,acquisition
2026-06-19,（株）ワットマン,9927,スタンダード,ＭＢＯ（公開買付け、株式併合）,acquisition
2026-06-19,（株）エイジス,4659,スタンダード,他社による買収（公開買付け、株式併合）,acquisition
2026-06-23,（株）ジーフット,2686,スタンダード,支配株主等による買収（株式併合）,acquisition
2026-06-24,水道機工（株）,6403,スタンダード,他社による買収（公開買付け、株式併合）,acquisition
2026-06-25,三光産業（株）,7922,スタンダード,ＭＢＯ（公開買付け、株式併合）,acquisition
2026-06-26,バリオセキュア（株）,4494,スタンダード,ＨＥＲＯＺの完全子会社化（株式交換）,acquisition
2026-06-26,アレンザホールディングス（株）,3546,プライム,他社による買収（公開買付け、株式併合）,acquisition
2026-06-26,（株）エルアイイーエイチ,5856,スタンダード,内部管理体制確認書が提出され、内部管理体制等が適切に整備されていない又は適切に運用される見込みがなくなったと当取引所が認める場合,failure
2026-06-29,（株）ギフティ,4449,プライム,ギフティグループの完全子会社化（株式移転）,acquisition
2026-06-29,（株）Ｏｌｙｍｐｉｃグループ,8289,スタンダード,パン・パシフィック・インターナショナルホールディングスの完全子会社化（株式交換）,acquisition
2026-06-29,ＳＦＰホールディングス（株）,3198,プライム,クリエイト・レストランツ・ホールディングスに合併（会社合併）,acquisition
2026-07-01,（株）ブイキューブ,3681,プライム,上場維持基準への不適合,failure
2026-07-09,ウェーブロックホールディングス（株）,7940,スタンダード,他社による買収（株式併合）,acquisition
2026-07-17,（株）松屋アールアンドディ,7317,グロース,他社による買収（公開買付け、株式等売渡請求による取得）,acquisition
2026-07-22,シンポ（株）,5903,スタンダード,ＭＢＯ（公開買付け、株式等売渡請求による取得）,acquisition
2026-07-28,（株）ＴＨＥグローバル社,3271,スタンダード,他社による買収（公開買付け、株式併合）,acquisition
2026-07-29,（株）レアジョブ,6096,スタンダード,学研ホールディングスの完全子会社化（株式交換）,acquisition
2026-07-30,（株）エフティグループ,2763,スタンダード,光通信の完全子会社化（株式交換）,acquisition
2026-07-30,広栄化学（株）,4367,スタンダード,住友化学の完全子会社化（株式交換）,acquisition
2026-08-06,（株）ソラスト,6197,プライム,ＭＢＯ（公開買付け、株式併合）,acquisition
2026-08-10,（株）ＰＡＬＴＡＣ,8283,プライム,支配株主等による買収（公開買付け、株式等売渡請求による取得）,acquisition
2026-08-13,（株）グローバルインフォメーション,4171,スタンダード,他社による買収（公開買付け、株式等売渡請求による取得）,acquisition
2026-08-25,昭和ホールディングス（株）,5103,スタンダード,内部管理体制等が適切に整備される又は適切に運用される見込みがないと当取引所が認める場合,failure
2026-08-28,ｎｍｓ　ホールディングス（株）,2162,スタンダード,支配株主等による買収（公開買付け、株式等売渡請求による取得）,acquisition
2026-08-28,神鋼鋼線工業（株）,5660,スタンダード,神戸製鋼所の完全子会社化（株式交換）,acquisition
2026-08-28,ディーブイエックス（株）,3079,スタンダード,オルバディーブイエックスヘルスケアの完全子会社化（株式交換）,acquisition
2026-09-02,（株）ジェイ・エス・ビー,3480,プライム,他社による買収（公開買付け、株式等売渡請求による取得）,acquisition
2026-09-21,（株）植松商会,9914,スタンダード,上場維持基準への不適合,failure
2026-10-01,（株）テクノマセマティカル,3787,スタンダード,上場維持基準への不適合,failure
2026-10-01,（株）ヤマザキ,6147,スタンダード,上場維持基準への不適合,failure
2026-10-01,カワセコンピュータサプライ（株）,7851,スタンダード,上場維持基準への不適合,failure
2026-10-01,協立情報通信（株）,3670,スタンダード,上場維持基準への不適合,failure
2026-10-01,（株）ビーマップ,4316,グロース,上場維持基準への不適合,failure
2026-10-01,（株）山大,7426,スタンダード,上場維持基準への不適合,failure
2026-10-01,（株）桜井製作所,7255,スタンダード,上場維持基準への不適合,failure
2026-10-01,（株）光陽社,7946,スタンダード,上場維持基準への不適合,failure
2026-10-01,ネポン（株）,7985,スタンダード,上場維持基準への不適合,failure
2026-10-01,クボテック（株）,7709,スタンダード,上場維持基準への不適合,failure
2027-01-01,（株）ホーブ,1382,スタンダード,上場維持基準への不適合,failure
